time,open,high,low,close,tick_volume
2015-04-28,224.4,243.71,217.87,226.98,11511
2015-04-29,227.16,230.03,225.05,227.95,6003
2015-04-30,227.66,243.87,226.22,239.57,7443
2015-05-01,239.56,241.28,233.95,235.0,5622
2015-05-04,241.12,243.05,237.34,238.29,5108
2015-05-05,237.98,239.3,232.96,236.05,4549
2015-05-06,236.05,237.99,233.69,234.93,3866
2015-05-07,234.97,239.66,230.11,238.0,6347
2015-05-08,237.4,245.0,235.97,244.15,5109
2015-05-11,239.85,243.72,239.7,242.58,5586
2015-05-12,242.58,243.35,239.0,240.65,4154
2015-05-13,240.65,243.5,240.06,242.12,5202
2015-05-14,242.12,243.32,235.2,236.52,5537
2015-05-15,236.0,239.12,233.35,237.42,4246
2015-05-18,235.5,237.82,231.81,232.41,3308
2015-05-19,232.41,234.85,231.92,232.7,3780
2015-05-20,232.69,235.8,231.85,233.76,3574
2015-05-21,233.78,237.29,233.34,235.31,3556
2015-05-22,235.01,242.54,234.81,241.2,5399
2015-05-25,242.12,243.01,237.0,238.3,4687
2015-05-26,238.2,240.33,236.42,238.58,4894
2015-05-27,238.5,240.1,237.5,238.34,4642
2015-05-28,238.35,240.0,237.88,239.22,3088
2015-05-29,239.12,239.83,237.13,237.45,3401
2015-06-01,232.08,232.61,223.58,224.11,6713
2015-06-02,224.01,228.88,222.33,227.92,5535
2015-06-03,227.92,229.14,226.0,227.66,4747
2015-06-04,228.0,228.5,225.2,226.4,3327
2015-06-05,226.39,228.0,224.14,226.1,3977
2015-06-08,225.9,230.66,224.9,229.5,3560
2015-06-09,229.5,232.53,227.92,230.4,4750
2015-06-10,230.7,232.01,229.3,230.35,3210
2015-06-11,230.35,231.8,229.5,230.13,2757
2015-06-12,230.11,233.04,229.95,231.81,2936
2015-06-15,234.41,239.57,233.6,238.59,4715
2015-06-16,238.5,253.37,236.15,246.02,9067
2015-06-17,246.02,256.75,245.0,250.81,13218
2015-06-18,250.43,251.51,244.05,248.39,8444
2015-06-19,248.39,249.92,242.16,243.36,7980
2015-06-22,242.48,249.24,241.27,248.4,5525
2015-06-23,248.55,248.87,243.13,245.0,5486
2015-06-24,245.0,246.01,240.6,241.94,5818
2015-06-25,241.85,245.3,240.1,243.22,5600
2015-06-26,243.0,244.54,241.0,242.27,3668
2015-06-29,246.0,256.18,245.8,254.21,7383
2015-06-30,254.21,269.3,254.16,260.8,12272
2015-07-01,260.85,264.61,255.0,257.5,8198
2015-07-02,257.5,259.95,253.5,255.0,6805
2015-07-03,255.21,255.81,252.5,253.62,5658
2015-07-06,266.01,272.01,263.12,269.34,12219
2015-07-07,269.8,270.13,260.07,261.64,9387
2015-07-08,261.39,271.0,261.0,263.71,10321
2015-07-09,263.7,270.88,263.0,269.91,12047
2015-07-10,270.05,298.91,263.32,284.0,20136
2015-07-13,304.33,308.44,270.0,282.73,14576
2015-07-14,282.74,292.44,282.44,284.99,7789
2015-07-15,284.99,289.02,282.08,285.0,6971
2015-07-16,285.0,286.95,271.0,274.97,12881
2015-07-17,275.96,279.19,269.3,274.0,10428
2015-07-20,268.66,273.99,264.59,273.0,3951
2015-07-21,272.0,278.13,270.78,273.52,5815
2015-07-22,273.52,274.42,269.11,272.51,5543
2015-07-23,272.51,273.99,268.86,273.15,3532
2015-07-24,273.15,288.68,271.0,284.14,8630
2015-07-27,286.36,288.4,280.5,286.7,5907
2015-07-28,286.7,290.0,284.61,287.7,6259
2015-07-29,287.7,288.58,282.36,284.94,5207
2015-07-30,284.94,285.98,281.56,281.6,5180
2015-07-31,281.6,284.14,276.9,280.41,6019
2015-08-03,279.28,282.7,277.0,279.8,4526
2015-08-04,279.79,282.19,276.89,281.52,4935
2015-08-05,281.53,281.84,276.45,278.5,4385
2015-08-06,278.5,279.12,273.0,273.58,4563
2015-08-07,273.58,275.8,269.12,270.75,5579
2015-08-10,257.8,263.36,256.87,259.75,5627
2015-08-11,259.75,262.71,257.0,262.24,5442
2015-08-12,262.11,269.26,259.84,263.21,7811
2015-08-13,263.21,264.31,257.5,261.27,5959
2015-08-14,261.27,265.0,258.0,263.0,5818
2015-08-17,255.79,258.0,251.94,255.47,5355
2015-08-18,255.47,255.95,240.35,245.0,6207
2015-08-19,245.0,247.63,218.0,218.69,11645
2015-08-20,218.69,234.56,211.05,230.51,10184
2015-08-21,230.51,233.16,225.93,228.5,7140
2015-08-24,221.67,224.03,201.19,208.67,11736
2015-08-25,208.6,222.69,192.55,218.46,17830
2015-08-26,218.41,227.34,216.22,223.81,14483
2015-08-27,223.81,225.16,220.95,223.34,10629
2015-08-28,223.21,230.96,216.18,228.04,12540
2015-08-31,224.12,229.0,222.34,227.52,8510
2015-09-01,227.52,229.32,221.99,224.7,11692
2015-09-02,224.62,227.0,220.75,225.55,11184
2015-09-03,225.97,226.0,222.5,223.84,6431
2015-09-04,224.08,227.0,222.83,226.0,8502
2015-09-07,236.0,241.87,233.52,238.28,9106
2015-09-08,238.69,245.8,237.39,242.83,8384
2015-09-09,242.98,243.37,233.01,236.5,8253
2015-09-10,236.5,239.0,230.56,235.87,8995
2015-09-11,235.87,238.96,235.79,237.01,5326
2015-09-14,227.25,229.94,226.12,228.46,6707
2015-09-15,228.46,229.83,225.99,227.24,5689
2015-09-16,226.7,229.5,224.8,226.57,5208
2015-09-17,226.4,234.59,226.1,232.55,6938
2015-09-18,232.5,234.03,228.48,230.04,5825
2015-09-21,230.14,230.31,225.58,225.86,5639
2015-09-22,225.87,230.48,224.0,227.0,8063
2015-09-23,227.0,230.33,226.44,228.89,6989
2015-09-24,228.88,234.4,228.0,233.56,5725
2015-09-25,233.68,236.0,230.97,232.5,7645
2015-09-28,231.3,237.19,230.82,235.33,7469
2015-09-29,235.32,237.69,234.0,236.64,9365
2015-09-30,236.5,237.0,234.66,234.86,6455
2015-10-01,234.87,237.0,232.41,236.02,7959
2015-10-02,236.0,237.0,234.16,234.26,5403
2015-10-05,236.13,239.45,234.9,238.28,5689
2015-10-06,238.27,245.06,237.0,242.85,9052
2015-10-07,242.91,244.93,242.51,243.32,8617
2015-10-08,243.32,243.66,239.76,241.12,7513
2015-10-09,241.12,242.57,239.39,241.54,5441
2015-10-12,243.5,244.95,241.91,242.36,12326
2015-10-13,242.35,248.04,240.3,245.97,14812
2015-10-14,245.96,252.8,245.0,249.51,15381
2015-10-15,249.51,255.96,249.04,253.99,13026
2015-10-16,253.99,264.57,252.5,258.8,11183
2015-10-19,258.52,262.2,256.88,260.49,8153
2015-10-20,260.49,269.76,260.0,267.5,8884
2015-10-21,267.5,268.95,260.5,263.87,7659
2015-10-22,264.15,272.28,262.23,268.65,7297
2015-10-23,268.65,272.9,267.0,271.49,7369
2015-10-26,280.11,282.17,274.28,278.62,10279
2015-10-27,278.62,292.05,278.0,288.91,10244
2015-10-28,288.92,299.94,286.46,296.57,12424
2015-10-29,296.56,311.9,295.0,303.4,12359
2015-10-30,303.4,321.21,301.5,308.89,17317
2015-11-02,308.9,337.0,304.42,330.02,14945
2015-11-03,330.01,398.52,326.86,366.85,20341
2015-11-04,366.85,459.2,364.0,412.27,26086
2015-11-05,412.27,439.33,363.0,402.86,22400
2015-11-06,402.87,402.95,336.22,360.19,20718
2015-11-09,360.11,375.89,354.1,370.74,11395
2015-11-10,370.14,375.0,333.03,334.23,12274
2015-11-11,334.23,343.25,303.75,306.6,14078
2015-11-12,306.6,339.5,296.0,323.67,14881
2015-11-13,323.67,337.78,321.74,330.25,11355
2015-11-16,315.23,327.77,310.77,327.36,9191
2015-11-17,327.37,333.99,323.78,330.67,10008
2015-11-18,330.67,332.3,326.5,331.88,11784
2015-11-19,331.92,333.25,321.04,324.0,13025
2015-11-20,324.0,324.0,309.0,319.74,14088
2015-11-23,320.83,322.0,318.9,320.04,10367
2015-11-24,320.04,320.07,314.9,318.31,11028
2015-11-25,318.31,328.74,315.35,324.57,12373
2015-11-26,324.57,366.5,324.51,339.05,18489
2015-11-27,339.04,358.88,339.0,352.44,15928
2015-11-30,364.72,379.8,363.69,374.52,16304
2015-12-01,374.55,376.81,353.0,357.88,14659
2015-12-02,357.87,361.08,345.0,355.96,14906
2015-12-03,355.94,364.93,351.76,356.83,13561
2015-12-04,356.84,359.98,352.88,356.6,12314
2015-12-07,388.0,390.68,379.2,386.77,15308
2015-12-08,386.77,393.17,384.0,391.74,15786
2015-12-09,391.7,421.96,390.92,411.52,18179
2015-12-10,411.52,417.09,405.95,414.35,14190
2015-12-11,414.35,445.0,411.98,440.77,15833
2015-12-14,432.67,443.67,423.96,437.4,14152
2015-12-15,437.41,457.6,437.01,456.4,15472
2015-12-16,456.21,459.24,435.56,450.2,16975
2015-12-17,450.25,451.16,440.0,448.95,14987
2015-12-18,448.95,458.76,446.89,456.03,13372
2015-12-21,436.16,440.66,425.33,434.0,16301
2015-12-22,434.0,443.0,433.42,437.42,14165
2015-12-23,437.13,443.59,433.5,442.41,11598
2015-12-24,442.41,456.32,439.99,449.92,13389
2015-12-25,449.99,453.5,445.87,449.57,11534
2015-12-28,421.79,428.43,416.44,420.0,16656
2015-12-29,419.74,433.39,418.5,431.16,14917
2015-12-30,431.16,434.5,422.39,425.81,13850
2015-12-31,425.81,430.0,417.66,429.5,16276
2016-01-01,429.49,430.5,424.7,430.32,14591
2016-01-04,424.94,432.86,424.29,431.99,13628
2016-01-05,431.98,434.15,429.5,431.28,12670
2016-01-06,431.28,431.57,425.97,429.59,11106
2016-01-07,429.59,452.09,428.84,452.05,13540
2016-01-08,452.06,454.98,443.0,448.43,6626
2016-01-11,443.43,447.99,441.59,446.61,15065
2016-01-12,446.61,447.83,443.02,445.01,13631
2016-01-13,445.0,445.65,426.5,427.86,14891
2016-01-14,428.08,434.02,427.5,431.63,13529
2016-01-15,431.63,431.63,384.98,386.95,17951
2016-01-18,387.73,388.1,374.75,384.19,16591
2016-01-19,384.19,387.83,379.0,382.03,15651
2016-01-20,382.03,417.95,375.36,410.67,19979
2016-01-21,410.67,425.51,402.85,407.07,18519
2016-01-22,407.07,413.97,380.0,384.61,15497
2016-01-25,400.58,402.85,390.6,393.86,16232
2016-01-26,393.85,398.77,391.63,395.98,13955
2016-01-27,395.98,398.4,392.3,395.86,16841
2016-01-28,395.87,396.62,381.68,384.95,14357
2016-01-29,384.94,385.21,366.5,378.79,17798
2016-02-01,380.56,382.01,369.97,374.44,17009
2016-02-02,374.44,381.12,374.28,378.0,14186
2016-02-03,378.0,379.5,365.16,369.2,14899
2016-02-04,369.2,391.7,365.94,387.36,17131
2016-02-05,387.36,392.46,386.0,386.4,15296
2016-02-08,378.0,382.0,375.5,376.02,13525
2016-02-09,376.02,380.0,374.09,378.5,14402
2016-02-10,378.3,389.18,376.99,385.16,14742
2016-02-11,385.0,386.96,380.1,381.97,14575
2016-02-12,381.97,391.01,381.83,386.23,16723
2016-02-15,402.8,409.93,397.3,397.72,14505
2016-02-16,397.72,409.49,397.61,405.12,15545
2016-02-17,405.12,421.28,404.05,419.26,16018
2016-02-18,418.97,424.99,413.46,417.9,16302
2016-02-19,417.9,421.21,414.84,418.53,15649
2016-02-22,435.59,438.79,428.15,436.63,15546
2016-02-23,436.64,438.01,413.59,420.89,16872
2016-02-24,420.88,425.1,413.4,422.71,14829
2016-02-25,422.74,427.17,418.59,421.9,14584
2016-02-26,421.94,426.99,419.22,425.35,15740
2016-02-29,431.55,437.76,429.0,433.81,15006
2016-03-01,433.81,437.47,430.01,433.19,15600
2016-03-02,433.19,436.13,430.0,430.05,15539
2016-03-03,430.01,431.01,418.54,422.0,16537
2016-03-04,419.99,425.79,410.1,411.61,15895
2016-03-07,410.57,417.17,404.81,413.99,15683
2016-03-08,414.0,416.0,408.13,413.15,7018
2016-03-09,412.23,417.44,408.96,412.7,7619
2016-03-10,412.74,416.27,410.01,415.76,12317
2016-03-11,415.76,422.0,414.0,417.51,14165
2016-03-14,414.22,416.46,409.81,413.16,14624
2016-03-15,413.15,416.4,410.9,414.86,15910
2016-03-16,414.87,416.66,412.9,415.02,15687
2016-03-17,415.01,418.0,413.5,416.41,14424
2016-03-18,416.41,417.81,404.52,405.45,15721
2016-03-21,412.07,413.34,409.5,411.0,15279
2016-03-22,410.69,415.62,410.0,414.96,16709
2016-03-23,414.96,418.15,412.8,415.96,14216
2016-03-24,415.96,417.24,412.5,415.09,12968
2016-03-25,415.09,416.81,412.51,413.9,15391
2016-03-28,422.13,423.56,417.79,422.12,14607
2016-03-29,422.14,422.36,408.32,412.96,17008
2016-03-30,412.96,416.0,409.55,412.5,13975
2016-03-31,412.5,416.49,410.3,415.32,17200
2016-04-01,415.32,415.7,409.98,413.58,16367
2016-04-04,415.67,417.38,411.95,416.31,16937
2016-04-05,416.31,420.95,415.5,418.5,16429
2016-04-06,418.5,420.31,416.4,417.72,18027
2016-04-07,417.72,418.7,415.1,416.83,14062
2016-04-08,416.83,418.76,414.5,416.7,17707
2016-04-11,417.0,418.4,414.67,417.27,15781
2016-04-12,417.26,421.69,415.91,420.77,16268
2016-04-13,420.78,421.68,416.96,420.19,17271
2016-04-14,419.56,421.16,418.0,420.49,16198
2016-04-15,420.49,427.0,419.92,426.3,14121
2016-04-18,422.7,426.0,419.95,423.69,15155
2016-04-19,423.69,428.0,423.27,426.51,15656
2016-04-20,426.51,437.2,424.59,434.11,17155
2016-04-21,434.11,444.0,434.0,442.85,15662
2016-04-22,442.86,444.29,435.99,436.01,15012
2016-04-25,447.3,457.77,445.0,456.98,17244
2016-04-26,456.98,462.17,450.0,459.0,19631
2016-04-27,458.95,461.66,445.1,448.2,19158
2016-04-28,448.2,448.2,435.91,440.78,18577
2016-04-29,440.78,451.0,439.54,449.61,18003
2016-05-02,449.0,450.2,440.1,443.4,22036
2016-05-03,443.4,448.0,439.86,445.02,18494
2016-05-04,445.02,448.74,441.26,442.71,17369
2016-05-05,442.71,445.5,441.05,443.63,17684
2016-05-06,443.63,453.88,442.41,453.75,16751
2016-05-09,452.0,457.95,450.22,454.22,16233
2016-05-10,453.96,457.32,446.29,450.46,16717
2016-05-11,450.45,453.39,447.5,449.02,15079
2016-05-12,449.02,453.0,448.0,449.8,17883
2016-05-13,449.8,454.96,448.86,452.25,15930
2016-05-16,455.95,459.0,451.13,451.5,15680
2016-05-17,451.5,454.92,451.01,452.42,15910
2016-05-18,452.42,456.63,451.12,454.2,15651
2016-05-19,454.11,455.0,443.0,443.43,15979
2016-05-20,443.43,445.3,434.86,439.02,16831
2016-05-23,438.9,445.0,437.9,444.17,13795
2016-05-24,444.17,448.99,443.08,446.31,14246
2016-05-25,446.5,450.78,445.7,448.56,15114
2016-05-26,448.56,452.9,447.0,449.5,15975
2016-05-27,449.7,473.27,449.0,468.0,21856
2016-05-30,520.6,535.43,503.3,526.5,18874
2016-05-31,526.5,538.0,508.11,512.51,17637
2016-06-01,512.51,527.6,511.2,524.18,17841
2016-06-02,524.18,528.9,517.0,525.7,17680
2016-06-03,525.5,554.88,524.13,553.18,15924
2016-06-06,562.52,578.9,558.01,573.01,16787
2016-06-07,573.01,583.79,553.26,563.62,16835
2016-06-08,563.62,571.99,561.01,568.23,16571
2016-06-09,568.23,572.28,559.03,560.3,15445
2016-06-10,560.3,568.2,559.0,566.8,15081
2016-06-13,632.04,689.99,620.0,667.66,16844
2016-06-14,667.66,686.43,638.0,672.8,18667
2016-06-15,672.8,678.2,650.0,670.02,18312
2016-06-16,670.01,733.24,663.66,729.79,19828
2016-06-17,729.79,740.0,680.0,726.2,21407
2016-06-20,726.52,734.52,700.37,709.95,19081
2016-06-21,709.95,712.63,613.87,628.1,20396
2016-06-22,628.1,666.39,590.18,593.84,24233
2016-06-23,590.11,604.88,522.42,589.46,28591
2016-06-24,589.45,668.5,584.66,629.89,21418
2016-06-27,611.05,629.99,600.4,627.75,20482
2016-06-28,627.75,640.0,622.68,627.8,18227
2016-06-29,627.8,631.8,604.9,624.7,17458
2016-06-30,624.7,662.58,618.0,648.5,18083
2016-07-01,648.5,674.0,648.18,660.4,19412
2016-07-04,649.0,665.68,641.46,655.42,19483
2016-07-05,655.24,664.0,645.5,652.6,20413
2016-07-06,652.6,662.4,649.8,659.07,19693
2016-07-07,659.46,659.99,600.0,605.8,19978
2016-07-08,605.81,642.16,589.58,639.67,20748
2016-07-11,630.46,644.0,630.02,638.16,19081
2016-07-12,638.16,659.0,635.0,655.0,17481
2016-07-13,655.0,659.0,645.74,651.0,16577
2016-07-14,651.0,652.1,642.99,647.0,16914
2016-07-15,647.0,655.0,644.24,653.2,17488
2016-07-18,665.13,668.5,656.15,657.36,18882
2016-07-19,657.36,663.7,655.15,660.9,16837
2016-07-20,660.7,663.45,652.89,653.42,16721
2016-07-21,653.42,661.0,650.99,657.7,15671
2016-07-22,657.7,660.23,646.0,650.55,11629
2016-07-25,653.2,655.28,645.49,646.02,12014
2016-07-26,646.03,652.01,641.01,649.01,19842
2016-07-27,649.01,653.0,643.0,647.98,18949
2016-07-28,647.98,650.47,642.22,649.13,18216
2016-07-29,649.13,650.0,645.61,647.0,18260
2016-08-01,627.3,628.2,608.13,610.8,18113
2016-08-02,610.8,614.89,563.0,563.0,15668
2016-08-03,563.01,569.99,471.1,565.63,15777
2016-08-04,566.79,578.57,562.61,571.0,19705
2016-08-05,571.0,576.9,564.38,571.95,19516
2016-08-08,588.38,590.5,583.83,585.74,15177
2016-08-09,585.74,585.95,578.23,581.38,13636
2016-08-10,581.2,595.4,580.02,589.41,19350
2016-08-11,589.38,593.51,583.9,588.9,19891
2016-08-12,588.9,588.94,579.09,583.73,16429
2016-08-15,564.64,570.87,558.68,565.06,20921
2016-08-16,565.07,581.48,561.53,576.23,22959
2016-08-17,576.24,579.5,567.24,569.24,19859
2016-08-18,569.23,576.37,567.45,572.54,23650
2016-08-19,572.55,574.88,566.14,573.5,20140
2016-08-22,577.96,596.28,576.0,587.29,14728
2016-08-23,586.0,591.5,577.96,581.0,10150
2016-08-24,581.0,582.05,576.3,576.85,16224
2016-08-25,576.85,578.91,570.29,573.42,14570
2016-08-26,573.42,580.73,573.0,575.98,22561
2016-08-29,571.4,578.57,571.1,576.2,14820
2016-08-30,576.2,580.73,573.04,578.4,17075
2016-08-31,578.4,579.99,574.81,576.72,20533
2016-09-01,576.73,580.19,573.3,574.7,17635
2016-09-02,574.68,577.56,570.14,576.97,17461
2016-09-05,603.42,608.84,597.81,605.0,5594
2016-09-06,605.0,609.77,602.0,606.13,4135
2016-09-07,606.33,610.88,603.89,608.1,3009
2016-09-08,607.63,626.77,606.06,622.51,4634
2016-09-09,622.51,624.34,616.95,619.85,5202
2016-09-12,597.4,610.12,596.0,608.79,5018
2016-09-13,608.8,613.37,604.12,610.9,3038
2016-09-14,608.5,611.97,603.89,607.11,3371
2016-09-15,607.0,610.9,605.89,608.0,9576
2016-09-16,608.0,610.35,606.53,607.6,15394
2016-09-19,608.8,614.0,608.5,611.89,19723
2016-09-20,611.89,612.29,607.89,610.0,15330
2016-09-21,609.88,611.0,595.13,598.59,18977
2016-09-22,598.6,601.9,590.0,597.0,19300
2016-09-23,597.0,605.25,590.75,603.12,21302
2016-09-26,602.53,609.82,600.95,606.71,15236
2016-09-27,606.71,610.89,602.89,605.56,14536
2016-09-28,606.0,608.4,602.51,604.02,15263
2016-09-29,604.02,606.54,600.73,605.5,18973
2016-09-30,605.5,605.97,598.97,603.06,19356
2016-10-03,609.3,611.0,605.0,608.82,19945
2016-10-04,608.82,611.0,605.71,606.59,15729
2016-10-05,606.59,611.63,606.51,608.17,16426
2016-10-06,608.17,611.0,606.23,608.8,12849
2016-10-07,608.8,616.35,608.75,614.0,18891
2016-10-10,614.9,619.2,612.0,615.34,18357
2016-10-11,615.34,642.03,614.01,635.31,15450
2016-10-12,635.3,641.08,630.0,630.43,16151
2016-10-13,630.43,637.45,630.01,633.5,23604
2016-10-14,633.5,637.99,632.48,634.12,20429
2016-10-17,638.26,639.99,634.5,638.2,16959
2016-10-18,638.2,639.92,632.59,633.0,16376
2016-10-19,633.0,635.0,622.5,627.97,19609
2016-10-20,627.98,631.8,626.02,628.89,35455
2016-10-21,628.89,634.14,626.62,630.93,37372
2016-10-24,651.56,654.5,648.0,651.77,32624
2016-10-25,651.77,659.89,650.0,658.22,38653
2016-10-26,658.22,678.0,653.5,675.42,36654
2016-10-27,675.42,686.9,672.0,675.3,42432
2016-10-28,675.3,683.9,672.0,682.49,36402
2016-10-31,693.0,699.04,678.01,698.0,41864
2016-11-01,698.0,724.45,689.1,716.66,37907
2016-11-02,716.71,721.9,710.12,720.1,39224
2016-11-03,720.1,730.0,684.6,691.6,47762
2016-11-04,691.61,704.01,678.45,690.62,50214
2016-11-07,700.0,702.89,690.0,692.59,31481
2016-11-08,692.59,706.83,688.44,699.41,29535
2016-11-09,699.41,717.77,695.74,708.98,12892
2016-11-10,708.98,714.95,700.01,706.4,22301
2016-11-11,706.39,714.0,704.25,707.01,25791
2016-11-14,697.13,703.06,692.9,697.78,25150
2016-11-15,697.44,709.99,696.85,702.38,33869
2016-11-16,702.38,732.47,700.55,729.54,27149
2016-11-17,729.54,738.0,724.08,730.0,21997
2016-11-18,730.0,741.0,724.49,735.62,28702
2016-11-21,726.0,739.94,722.68,736.03,22495
2016-11-22,736.03,745.0,732.7,739.51,28668
2016-11-23,739.5,744.5,735.1,740.41,31111
2016-11-24,740.41,743.99,735.1,736.3,31350
2016-11-25,736.3,739.0,732.0,737.62,30700
2016-11-28,731.2,735.01,726.12,732.88,26841
2016-11-29,732.88,735.91,727.76,731.0,27485
2016-11-30,731.0,738.48,730.0,735.0,26377
2016-12-01,735.0,744.9,734.0,743.56,22014
2016-12-02,743.56,773.0,740.75,765.08,32956
2016-12-05,761.5,767.59,743.0,752.68,33735
2016-12-06,753.35,756.99,746.36,751.22,38985
2016-12-07,751.0,762.41,749.71,760.0,33753
2016-12-08,760.0,769.0,755.01,762.12,31404
2016-12-09,762.12,765.55,757.73,760.0,23753
2016-12-12,759.34,775.0,757.7,768.8,23595
2016-12-13,768.8,776.69,762.03,769.75,28764
2016-12-14,769.75,771.88,764.0,770.2,39936
2016-12-15,770.2,773.37,768.1,773.04,21054
2016-12-16,773.04,774.99,770.0,771.19,21212
2016-12-19,778.63,783.6,775.4,777.31,20556
2016-12-20,777.31,784.8,777.0,782.9,18952
2016-12-21,782.9,825.7,782.0,812.97,22441
2016-12-22,812.98,856.02,812.24,847.51,19052
2016-12-23,847.5,890.15,839.82,883.27,22456
2016-12-26,866.77,892.01,865.95,870.4,18073
2016-12-27,870.4,915.2,865.95,905.52,20634
2016-12-28,905.52,945.72,901.0,934.44,22021
2016-12-29,934.44,944.89,925.01,935.07,21382
2016-12-30,935.06,940.0,906.93,926.94,30768
2017-01-02,964.99,997.51,955.61,983.68,53392
2017-01-03,983.68,995.02,973.01,984.5,43670
2017-01-04,984.5,1095.78,982.21,1068.8,24877
2017-01-05,1069.49,1094.79,868.03,940.89,20160
2017-01-06,940.89,987.2,823.99,855.9,20946
2017-01-09,868.62,872.0,840.0,860.5,21503
2017-01-10,860.48,878.8,859.1,873.93,19333
2017-01-11,873.93,884.81,753.01,776.5,20290
2017-01-12,776.5,815.9,752.0,811.8,39328
2017-01-13,811.8,821.95,763.2,811.0,43389
2017-01-16,825.4,829.2,824.8,827.4,548
2017-01-17,827.3,906.0,824.5,895.2,5954
2017-01-18,895.1,913.3,849.4,871.4,5648
2017-01-19,871.7,907.5,871.7,905.2,4948
2017-01-20,905.0,905.9,878.0,894.1,3268
2017-01-23,907.43,914.99,899.99,912.0,20412
2017-01-24,901.0,906.9,894.1,894.8,1790
2017-01-25,894.9,901.1,879.8,890.6,4174
2017-01-26,890.7,916.7,890.0,910.7,3973
2017-01-27,910.8,921.9,905.9,917.6,3430
2017-01-30,910.8,919.4,907.6,918.4,2198
2017-01-31,918.3,959.9,915.1,955.1,3767
2017-02-01,955.2,975.0,955.2,974.3,5009
2017-02-02,974.0,1008.7,970.7,1007.9,4963
2017-02-03,1008.3,1019.7,986.3,1009.1,5777
2017-02-06,1007.8,1029.1,1003.3,1022.7,4277
2017-02-07,1022.8,1053.6,1019.0,1049.0,4444
2017-02-08,1047.8,1067.5,1022.5,1056.0,6144
2017-02-09,1056.1,1071.8,931.6,968.3,7947
2017-02-10,968.1,1008.2,948.4,998.3,9137
2017-02-13,997.6,1005.0,973.2,996.7,4408
2017-02-14,995.7,1016.1,985.7,1007.1,4081
2017-02-15,1007.4,1009.8,998.5,1009.8,3205
2017-02-16,1009.5,1040.1,1006.8,1031.5,5410
2017-02-17,1031.6,1060.8,1027.4,1055.8,7465
2017-02-20,1048.2,1061.8,1041.9,1056.8,3371
2017-02-21,1057.2,1116.0,1057.1,1112.4,5839
2017-02-22,1111.7,1139.9,1096.3,1126.6,7179
2017-02-23,1126.7,1134.7,1125.3,1127.8,812
2017-02-24,1185.5,1217.7,1089.8,1173.6,7057
2017-02-27,1174.2,1193.7,1169.3,1190.6,4192
2017-02-28,1190.7,1207.5,1173.8,1193.2,7082
2017-03-01,1193.5,1228.0,1186.0,1220.7,7131
2017-03-02,1220.8,1278.8,1212.6,1251.2,6834
2017-03-03,1250.7,1291.5,1244.7,1275.2,8260
2017-03-06,1265.2,1282.0,1250.9,1273.2,3811
2017-03-07,1273.3,1277.7,1173.7,1243.0,6670
2017-03-08,1243.1,1243.1,1152.2,1158.4,7600
2017-03-09,1158.5,1204.1,1132.0,1193.8,7299
2017-03-10,1193.9,1343.4,972.5,1101.6,7307
2017-03-13,1217.0,1246.0,1212.7,1241.5,5495
2017-03-14,1241.8,1256.5,1224.2,1247.4,4939
2017-03-15,1247.5,1256.7,1236.4,1248.2,5458
2017-03-16,1248.6,1257.0,1145.8,1153.8,7148
2017-03-17,1154.6,1184.9,1076.2,1108.6,9750
2017-03-20,1050.7,1052.1,1003.8,1023.9,7126
2017-03-21,1023.8,1114.2,1023.8,1106.0,5964
2017-03-22,1128.1,1147.0,1038.0,1058.0,23053
2017-03-23,1058.0,1084.38,1051.0,1062.8,20282
2017-03-24,1062.8,1062.8,980.48,985.43,22643
2017-03-27,1015.7,1028.5,1005.8,1021.1,2606
2017-03-28,1020.8,1065.3,1011.8,1024.9,8090
2017-03-29,1025.0,1055.7,1005.9,1033.8,8230
2017-03-30,1034.0,1047.1,1016.9,1027.1,6382
2017-03-31,1040.1,1078.0,1035.0,1063.3,4657
2017-04-03,1088.2,1144.0,1073.1,1143.8,10516
2017-04-04,1143.2,1160.1,1116.8,1134.3,10748
2017-04-05,1134.2,1141.9,1108.6,1125.9,9670
2017-04-06,1125.7,1190.2,1119.5,1190.2,9480
2017-04-07,1192.2,1198.9,1173.4,1191.8,9309
2017-04-10,1208.6,1215.93,1192.26,1199.53,14861
2017-04-11,1199.43,1225.46,1196.32,1216.33,93341
2017-04-12,1216.37,1223.39,1205.51,1211.62,105110
2017-04-13,1211.64,1216.97,1138.03,1165.74,185202
2017-04-14,1164.12,1190.06,1139.89,1163.08,226840
2017-04-15,1163.08,1163.08,1163.08,1163.08,1
2017-04-17,1167.55,1189.25,1158.01,1184.76,105918
2017-04-18,1183.46,1207.19,1171.9,1194.71,99078
2017-04-19,1195.32,1207.47,1187.55,1199.68,89840
2017-04-20,1199.77,1240.33,1187.92,1235.11,102137
2017-04-21,1235.25,1249.3,1225.67,1238.84,109202
2017-04-24,1236.97,1250.82,1231.46,1248.86,83115
2017-04-25,1248.58,1276.98,1248.17,1271.43,112130
2017-04-26,1271.49,1312.38,1266.06,1286.5,148317
2017-04-27,1285.15,1338.91,1281.54,1338.03,98199
2017-04-28,1338.05,1344.51,1295.85,1302.42,175508
2017-05-01,1339.73,1421.99,1338.37,1414.09,234923
2017-05-02,1414.1,1477.0,1385.24,1426.46,238494
2017-05-03,1426.85,1507.27,1425.55,1507.27,223933
